applicant_id,age,gender,education_level,marital_status,income,credit_score,loan_amount,loan_purpose,employment_status,years_at_current_job,payment_history,dti_ratio,property_value,previous_defaults,marital_status_change,risk_rating,debt,ltv_ratio
2105,57,Female,Master's,Divorced,0,607,17086,Business,Self-employed,8,Poor,0.528427869,119520,4,0,Low,0,0.142955154
2106,26,Female,High School,Married,119258,739,6779,Auto,Self-employed,15,Good,0.266150297,81845,3,0,Medium,31740.55212,0.082827295
2107,53,Male,Master's,Single,90871,762,36017,Home,Employed,11,Excellent,0.420405879,295127,4,1,Medium,38202.70263,0.122038987
2108,54,Male,Bachelor's,Single,62898,606,30860,Business,Self-employed,4,Poor,0.102993501,32368,4,2,Medium,6478.085226,0.953410776
2109,29,Female,PhD,Single,48325,0,10849,Home,Employed,7,Poor,0.139105938,207503,0,1,Medium,6722.294454,0.052283581
2110,27,Female,Bachelor's,Divorced,60225,652,25780,Personal,Employed,6,Good,0.400435971,84075,4,0,High,24116.25635,0.306630984
2111,23,Male,High School,Divorced,104716,604,28443,Auto,Self-employed,11,Excellent,0.196152578,242566,1,0,Low,20540.31336,0.117258808
2112,55,Non-binary,High School,Divorced,0,628,0,Auto,Unemployed,13,Poor,0.192364247,229351,2,1,Medium,0,0
2113,18,Male,Master's,Divorced,107087,637,0,Auto,Unemployed,17,Excellent,0.293287091,81337,1,1,Low,31407.23471,0
2114,40,Non-binary,High School,Divorced,78046,686,39311,Personal,Employed,13,Good,0.44878309,160316,2,2,Low,35025.72504,0.245209461
2115,40,Male,Master's,Divorced,43154,782,0,Home,Employed,2,Excellent,0.296573553,68038,3,1,Medium,12798.33511,0
2116,58,Female,Master's,Single,54720,620,44880,Business,Employed,5,Excellent,0.329589282,204179,2,0,Low,18035.12551,0.21980713
2117,62,Male,High School,Divorced,37111,639,23325,Auto,Unemployed,12,Fair,0.56004465,188847,2,2,Medium,20783.81701,0.123512685
2118,28,Female,Bachelor's,Single,29335,709,40896,Personal,Employed,16,Poor,0.45904301,49558,0,2,Low,13466.0267,0.8252149
2119,50,Female,Bachelor's,Widowed,103251,640,27245,Personal,Self-employed,1,Good,0.461345332,283689,0,2,Low,47634.36687,0.096038267
2120,29,Female,Master's,Divorced,27802,679,0,Business,Unemployed,17,Excellent,0.254901415,279323,2,0,Low,7086.76914,0
2121,52,Female,Master's,Single,105211,605,22066,Business,Unemployed,3,Poor,0.331604477,0,0,0,Low,34888.43863,#DIV/0!
2122,28,Female,PhD,Single,109007,683,42920,Personal,Self-employed,4,Poor,0.181315548,226015,1,0,Medium,19764.66394,0.189898901
2123,33,Male,Bachelor's,Married,89734,682,0,Auto,Unemployed,10,Poor,0.342990094,45494,0,2,Medium,30777.87309,0
2124,25,Non-binary,Master's,Divorced,32084,786,32198,Personal,Self-employed,9,Fair,0.134267916,155611,2,2,Low,4307.851817,0.206913393
2125,65,Female,Master's,Widowed,107408,793,35134,Personal,Unemployed,14,Excellent,0.175709478,27644,2,0,Low,18872.60361,1.27094487
2126,65,Non-binary,PhD,Widowed,88816,757,19150,Personal,Employed,1,Poor,0.224826991,40681,1,0,Low,19968.23403,0.470735724
2127,64,Male,Bachelor's,Divorced,64040,777,0,Auto,Unemployed,11,Excellent,0.20107381,285059,4,0,Low,12876.76679,0
2128,21,Non-binary,Bachelor's,Single,72693,798,28683,Business,Self-employed,15,Poor,0.54803654,223362,3,2,Medium,39838.4202,0.12841486
2129,42,Male,High School,Single,109928,776,33493,Business,Employed,17,Good,0.450972543,91281,3,2,Medium,49574.50971,0.366921922
2130,54,Non-binary,High School,Single,0,0,22086,Personal,Employed,9,Excellent,0.48503246,0,1,1,Medium,0,#DIV/0!
2131,61,Male,Master's,Single,36640,757,13735,Personal,Unemployed,13,Good,0.475987017,247027,0,2,High,17440.1643,0.05560121
2132,34,Non-binary,High School,Widowed,38447,735,11024,Business,Employed,13,Excellent,0.378116273,176525,3,2,Medium,14537.43635,0.062450078
2133,26,Non-binary,Master's,Single,77693,660,22935,Personal,Unemployed,3,Fair,0.411071354,0,1,1,Low,31937.36671,#DIV/0!
2134,29,Non-binary,Master's,Married,42540,758,25134,Business,Self-employed,15,Excellent,0.258821489,124824,3,2,Low,11010.26614,0.201355509
2135,63,Male,High School,Married,82473,606,30516,Home,Self-employed,1,Fair,0.303756668,175136,0,0,Low,25051.72368,0.174241732
2136,58,Non-binary,High School,Married,92944,670,15159,Personal,Employed,13,Fair,0.147039828,0,2,1,High,13666.46977,#DIV/0!
2137,65,Male,Master's,Married,118316,624,41554,Home,Unemployed,7,Good,0.160117102,0,0,2,High,18944.41504,#DIV/0!
2138,34,Male,High School,Single,0,759,0,Home,Self-employed,6,Excellent,0.378949551,79439,4,2,Medium,0,0
2139,53,Non-binary,PhD,Married,0,628,13512,Home,Self-employed,15,Excellent,0.397892842,229972,1,0,Low,0,0.058754979
2140,48,Female,High School,Widowed,55287,642,6492,Business,Self-employed,9,Fair,0.34511551,111253,0,1,Medium,19080.4012,0.058353483
2141,67,Male,PhD,Married,72452,654,13571,Home,Employed,8,Fair,0.302986264,143464,1,2,Low,21951.9608,0.09459516
2142,41,Non-binary,Master's,Widowed,115263,728,31019,Personal,Employed,7,Excellent,0.505012443,135866,4,1,Medium,58209.24922,0.228305831
2143,51,Female,Master's,Single,30910,622,19374,Home,Unemployed,18,Poor,0.414162557,41810,4,1,Low,12801.76464,0.463381966
2144,51,Female,Master's,Widowed,87449,774,46463,Business,Unemployed,18,Excellent,0.287331534,129521,2,0,Low,25126.85532,0.358729472
2145,19,Non-binary,Master's,Single,0,701,17660,Home,Employed,9,Fair,0.408769167,0,2,2,Low,0,#DIV/0!
2146,63,Female,High School,Married,110257,0,22294,Business,Self-employed,17,Good,0.156458696,266245,1,1,High,17250.66644,0.083734906
2147,18,Male,PhD,Divorced,77114,747,29509,Auto,Self-employed,16,Good,0.198572021,172613,2,1,Low,15312.68283,0.170954679
2148,56,Male,High School,Widowed,106153,710,9178,Auto,Unemployed,15,Excellent,0.165958874,244008,4,0,Low,17617.03235,0.037613521
2149,31,Male,Bachelor's,Married,55949,765,9415,Home,Employed,5,Fair,0.137274067,102587,1,1,Medium,7680.346775,0.091775761
2150,35,Female,Master's,Single,0,689,15171,Auto,Employed,16,Fair,0.316052163,295144,0,0,High,0,0.051402027
2151,48,Female,High School,Single,30845,789,43866,Auto,Employed,5,Good,0.48690343,299999,1,0,Low,15018.5363,0.146220487
2152,18,Female,Master's,Married,60576,758,49690,Home,Employed,15,Good,0.422970538,0,2,0,Medium,25621.86331,#DIV/0!
2153,66,Male,High School,Widowed,67259,631,36368,Home,Unemployed,15,Good,0.409127253,78763,4,2,Medium,27517.48991,0.461739649
2154,18,Female,High School,Divorced,0,778,0,Home,Employed,9,Poor,0.523290006,112404,0,2,Low,0,0
2155,68,Female,PhD,Widowed,0,0,5661,Auto,Employed,7,Good,0.275727059,168512,3,1,Medium,0,0.033594047
2156,41,Non-binary,High School,Divorced,0,601,0,Auto,Self-employed,13,Excellent,0.383488415,210435,0,1,Low,0,0
2157,32,Female,PhD,Single,0,0,39806,Personal,Employed,15,Excellent,0.236774988,194607,4,0,Low,0,0.204545571
2158,30,Male,Bachelor's,Widowed,102331,790,0,Personal,Unemployed,9,Excellent,0.599809448,225846,0,0,High,61379.10062,0
2159,43,Non-binary,Bachelor's,Married,33193,0,8949,Home,Self-employed,13,Fair,0.147149374,246376,2,0,Medium,4884.329171,0.036322531
2160,46,Female,Master's,Single,0,764,10508,Home,Employed,17,Excellent,0.194835856,40345,0,0,Low,0,0.260453588
2161,62,Male,High School,Married,44031,779,27942,Business,Employed,3,Poor,0.107685269,99543,0,1,High,4741.490079,0.280702812
2162,19,Female,High School,Married,80197,766,10831,Personal,Unemployed,16,Poor,0.386466839,0,0,1,Medium,30993.48109,#DIV/0!
2163,39,Male,High School,Single,52879,728,11143,Personal,Employed,11,Poor,0.313028247,0,2,0,Low,16552.62067,#DIV/0!
2164,27,Male,Bachelor's,Divorced,35270,0,39693,Business,Unemployed,11,Good,0.564132511,30495,0,2,Medium,19896.95366,1.301623217
2165,18,Female,Bachelor's,Divorced,112881,698,5069,Personal,Self-employed,11,Fair,0.422672122,279962,2,0,Medium,47711.6518,0.018106029
2166,67,Male,Master's,Divorced,0,746,0,Auto,Unemployed,2,Fair,0.482780131,261303,4,1,Low,0,0
2167,33,Male,Bachelor's,Divorced,96054,715,20481,Business,Self-employed,8,Good,0.330387605,297773,1,0,Low,31735.05101,0.068780581
2168,64,Male,PhD,Widowed,111310,639,48548,Personal,Employed,0,Excellent,0.284247169,48695,3,2,Low,31639.55238,0.99698121
2169,50,Female,High School,Divorced,0,795,6232,Personal,Unemployed,17,Poor,0.399865957,0,3,0,Medium,0,#DIV/0!
2170,62,Female,Master's,Single,22870,745,37853,Business,Self-employed,2,Poor,0.319767432,0,4,2,High,7313.08117,#DIV/0!
2171,66,Male,Bachelor's,Divorced,23098,612,0,Business,Self-employed,7,Poor,0.238929186,0,0,1,Low,5518.786338,#DIV/0!
2172,39,Female,High School,Single,0,753,0,Business,Self-employed,2,Good,0.331139282,0,2,0,Medium,0,#DIV/0!
2173,50,Female,Bachelor's,Single,20064,794,0,Business,Unemployed,13,Excellent,0.421157249,195012,3,0,Low,8450.099044,0
2174,50,Female,High School,Widowed,23017,684,36244,Auto,Self-employed,13,Poor,0.244678511,271898,4,0,High,5631.765288,0.133299987
2175,18,Male,PhD,Married,103441,677,43513,Home,Unemployed,17,Good,0.452668805,138732,0,2,Low,46824.51386,0.313647897
2176,27,Female,High School,Single,28265,695,28486,Business,Self-employed,12,Good,0.519598853,113627,3,2,Medium,14686.46158,0.250697457
2177,37,Female,High School,Widowed,112154,608,21411,Home,Self-employed,1,Good,0.347266291,130631,4,2,Medium,38947.3036,0.163904433
2178,41,Male,Master's,Single,104320,624,13545,Personal,Unemployed,3,Poor,0.208868775,0,4,1,Medium,21789.19061,#DIV/0!
2179,26,Non-binary,PhD,Widowed,78479,661,0,Home,Self-employed,10,Fair,0.349665814,44992,0,0,Medium,27441.42342,0
2180,57,Non-binary,High School,Single,101434,758,37868,Personal,Unemployed,10,Excellent,0.230892605,207867,0,1,Medium,23420.3605,0.182174179
2181,21,Male,Bachelor's,Widowed,68599,0,37519,Personal,Unemployed,5,Poor,0.242854811,113987,4,1,Low,16659.59718,0.32915157
2182,41,Non-binary,Bachelor's,Single,27076,668,8759,Home,Self-employed,15,Good,0.134098738,47646,1,2,Low,3630.85743,0.183834949
2183,41,Female,Bachelor's,Divorced,112221,772,33936,Home,Unemployed,18,Excellent,0.395465627,190208,3,0,Medium,44379.54813,0.178415209
2184,47,Non-binary,PhD,Widowed,108325,717,20025,Home,Self-employed,18,Excellent,0.214890647,221546,0,0,Medium,23278.02934,0.090387549
2185,53,Male,High School,Widowed,84973,714,0,Personal,Self-employed,9,Fair,0.431310727,0,3,1,Low,36649.76641,#DIV/0!
2186,37,Male,High School,Widowed,89283,706,28653,Home,Unemployed,9,Good,0.536585558,203375,0,0,Low,47907.96837,0.140887523
2187,69,Non-binary,PhD,Widowed,23717,603,44324,Auto,Employed,8,Poor,0.141057117,262801,1,1,Medium,3345.451644,0.168659937
2188,52,Male,Master's,Widowed,0,634,33822,Home,Unemployed,13,Fair,0.203481201,71572,2,1,Medium,0,0.472559101
2189,59,Non-binary,High School,Single,0,695,44588,Auto,Employed,17,Fair,0.294424957,126105,3,0,High,0,0.353578367
2190,58,Female,High School,Widowed,49895,645,23773,Home,Unemployed,16,Excellent,0.440285615,53493,4,0,Medium,21968.05076,0.444413288
2191,68,Male,Master's,Married,45757,733,24607,Business,Unemployed,16,Poor,0.285409197,149563,0,1,Low,13059.46863,0.164525986
2192,68,Non-binary,High School,Married,29212,751,6012,Home,Self-employed,4,Excellent,0.460083452,206514,4,0,High,13439.9578,0.029111828
2193,34,Female,PhD,Widowed,119618,688,39418,Auto,Self-employed,9,Fair,0.315485435,231218,0,1,Medium,37737.73676,0.170479807
2194,61,Non-binary,PhD,Single,59238,685,22787,Home,Unemployed,12,Poor,0.188267174,166626,4,2,Low,11152.57085,0.136755368
2195,57,Female,High School,Married,92551,0,5710,Home,Self-employed,6,Excellent,0.478070036,215942,4,1,Low,44245.8599,0.026442285
2196,60,Non-binary,PhD,Widowed,0,666,33692,Home,Unemployed,8,Good,0.416416065,0,4,1,Medium,0,#DIV/0!
2197,29,Female,PhD,Widowed,104675,718,45358,Personal,Unemployed,8,Good,0.524392906,251930,3,0,Medium,54890.82744,0.180042075
2198,62,Non-binary,Bachelor's,Divorced,55561,783,0,Home,Unemployed,13,Good,0.435336519,200688,0,1,Low,24187.73233,0
2199,42,Non-binary,Bachelor's,Divorced,0,610,32015,Auto,Unemployed,5,Excellent,0.125377041,0,4,1,Medium,0,#DIV/0!
2200,40,Male,Bachelor's,Married,51147,0,8571,Home,Employed,10,Excellent,0.593237203,0,2,2,Low,30342.30322,#DIV/0!
2201,31,Non-binary,Bachelor's,Married,97700,0,38328,Personal,Self-employed,17,Excellent,0.488870191,184364,4,0,Medium,47762.61766,0.207893081
2202,26,Non-binary,High School,Single,109350,706,0,Auto,Self-employed,18,Fair,0.555795514,123568,0,0,Low,60776.23946,0
2203,24,Non-binary,PhD,Single,89208,624,33655,Home,Self-employed,9,Poor,0.120580446,56097,0,2,Low,10756.74043,0.599942956
2204,42,Male,Master's,Single,96544,643,40359,Business,Employed,7,Good,0.149811197,0,3,2,Low,14463.3722,#DIV/0!
2205,69,Non-binary,Master's,Divorced,0,0,37521,Auto,Unemployed,6,Good,0.258333212,72218,0,2,Low,0,0.519551912
2206,43,Male,Bachelor's,Widowed,49433,710,22523,Business,Self-employed,5,Fair,0.213322276,111625,3,2,Low,10545.16007,0.201773796
2207,24,Non-binary,Bachelor's,Divorced,53924,717,13250,Business,Unemployed,11,Good,0.12477921,253966,0,0,Low,6728.59412,0.052172338
2208,30,Non-binary,PhD,Single,53639,684,47922,Auto,Employed,10,Good,0.491224877,245713,4,1,Low,26348.81118,0.195032416
2209,22,Female,Master's,Divorced,105366,785,21975,Auto,Unemployed,9,Poor,0.512933797,242944,2,2,Low,54045.78245,0.090452944
2210,35,Non-binary,Master's,Divorced,74091,772,44856,Auto,Employed,0,Excellent,0.18436028,171362,3,2,Low,13659.43751,0.261761651
2211,33,Non-binary,Master's,Divorced,75511,0,16460,Personal,Unemployed,13,Excellent,0.496511285,0,1,2,Medium,37492.06364,#DIV/0!
2212,39,Male,PhD,Widowed,0,626,36336,Business,Employed,3,Poor,0.354412235,293114,0,2,High,0,0.12396542
2213,29,Male,High School,Married,85185,0,44232,Auto,Employed,6,Good,0.212901451,150509,3,2,Medium,18136.0101,0.293882758
2214,47,Non-binary,Bachelor's,Divorced,78565,718,28725,Home,Self-employed,11,Fair,0.29197151,0,3,1,Low,22938.74168,#DIV/0!
2215,51,Female,High School,Widowed,71425,0,8674,Business,Self-employed,19,Excellent,0.558667409,176256,1,0,Medium,39902.81969,0.049212509
2216,39,Female,High School,Single,63154,645,17359,Personal,Employed,12,Excellent,0.454690715,238299,2,1,Low,28715.53742,0.072845459
2217,54,Non-binary,High School,Divorced,0,728,8589,Business,Self-employed,9,Excellent,0.362653569,219375,0,0,Low,0,0.039152137
2218,39,Male,Master's,Divorced,33127,0,34926,Home,Unemployed,8,Poor,0.382058635,270665,1,1,Medium,12656.4564,0.12903774
2219,29,Non-binary,PhD,Married,108571,637,46239,Home,Unemployed,9,Good,0.595088924,151306,2,2,Low,64609.39957,0.305599249
2220,44,Non-binary,Bachelor's,Single,83327,740,38696,Home,Employed,16,Good,0.340087981,34153,1,1,Low,28338.51119,1.133019061
2221,32,Female,Bachelor's,Single,0,794,43892,Business,Unemployed,15,Fair,0.548062888,0,0,2,Medium,0,#DIV/0!
2222,39,Female,Master's,Widowed,79516,762,35084,Business,Unemployed,3,Excellent,0.530326057,177614,3,1,Medium,42169.40675,0.197529474
2223,35,Male,Bachelor's,Single,41395,657,38993,Home,Unemployed,18,Excellent,0.279485964,209005,4,1,Low,11569.32148,0.186564915
2224,67,Non-binary,PhD,Single,70764,726,18870,Home,Employed,16,Excellent,0.412972799,272966,0,0,High,29223.60715,0.069129489
2225,26,Non-binary,PhD,Single,50358,706,0,Business,Unemployed,2,Excellent,0.272810304,104353,3,1,Low,13738.18129,0
2226,27,Female,High School,Single,0,650,30589,Auto,Employed,15,Good,0.401872294,0,1,0,Low,0,#DIV/0!
2227,33,Female,Bachelor's,Divorced,88876,749,45596,Auto,Employed,14,Good,0.560045758,189512,3,1,High,49774.62679,0.240596902
2228,56,Female,Bachelor's,Widowed,73634,641,39110,Business,Employed,10,Fair,0.49861183,66769,0,2,Low,36714.78349,0.585750872
2229,66,Male,PhD,Widowed,34436,750,40591,Personal,Unemployed,0,Good,0.351180389,41973,0,0,High,12093.24788,0.967074071
2230,35,Male,PhD,Widowed,27928,0,32789,Personal,Unemployed,12,Fair,0.143568634,87662,3,2,High,4009.58481,0.374038922
2231,22,Non-binary,Bachelor's,Married,20903,634,13095,Auto,Unemployed,13,Poor,0.174852336,208150,0,0,Low,3654.938379,0.062911362
2232,47,Non-binary,Bachelor's,Single,67606,734,42164,Business,Employed,12,Fair,0.314662405,26560,1,2,Low,21273.06655,1.5875
2233,35,Female,Master's,Divorced,95121,744,46562,Personal,Self-employed,3,Poor,0.484615582,37018,0,0,High,46097.11878,1.25782052
2234,45,Non-binary,Master's,Widowed,57550,601,0,Business,Unemployed,1,Fair,0.567627329,0,4,1,Low,32666.95278,#DIV/0!
2235,32,Male,High School,Divorced,32454,0,19836,Home,Unemployed,10,Fair,0.502999978,139921,2,0,Low,16324.36129,0.141765711
2236,62,Male,Bachelor's,Widowed,103817,780,0,Business,Unemployed,4,Poor,0.179458452,103972,3,0,Low,18630.83811,0
2237,38,Non-binary,Bachelor's,Married,55344,720,37239,Business,Employed,3,Good,0.22990627,164778,0,2,Medium,12723.93261,0.225994975
2238,45,Male,PhD,Divorced,0,788,0,Personal,Self-employed,11,Good,0.187874868,79361,0,1,Low,0,0
2239,67,Male,High School,Single,23709,718,0,Business,Self-employed,14,Fair,0.427121149,124382,2,0,High,10126.61532,0
2240,61,Non-binary,Master's,Single,76087,0,0,Personal,Unemployed,10,Good,0.474043595,218323,3,2,Low,36068.55501,0
2241,66,Male,PhD,Single,23436,789,31576,Home,Unemployed,6,Excellent,0.49505351,198343,0,0,Low,11602.07406,0.159198963
2242,33,Non-binary,High School,Married,98267,613,30577,Home,Employed,14,Poor,0.188299008,142956,3,0,Medium,18503.57862,0.213890987
2243,20,Non-binary,PhD,Single,30472,643,9962,Auto,Unemployed,2,Good,0.548419848,212453,1,0,Medium,16711.44961,0.046890371
2244,41,Male,PhD,Single,0,0,13321,Business,Employed,8,Good,0.5738027,143420,2,1,Low,0,0.092881049
2245,65,Non-binary,High School,Divorced,24052,724,35588,Business,Unemployed,12,Poor,0.348669692,141730,3,1,Medium,8386.203432,0.251097157
2246,21,Male,High School,Single,73833,0,21892,Personal,Employed,0,Good,0.243500839,0,0,0,Medium,17978.39745,#DIV/0!
2247,34,Female,PhD,Divorced,107051,0,0,Home,Employed,19,Fair,0.140110218,0,2,2,Medium,14998.93895,#DIV/0!
2248,21,Male,Bachelor's,Divorced,89806,622,5992,Auto,Self-employed,16,Excellent,0.385837342,76829,3,0,Low,34650.50834,0.077991383
2249,60,Male,Master's,Widowed,113928,603,44306,Business,Unemployed,3,Excellent,0.371391317,0,3,0,Medium,42311.86996,#DIV/0!
2250,46,Female,Bachelor's,Single,94283,645,39934,Auto,Employed,14,Good,0.471673741,253153,0,0,Low,44470.81532,0.157746501
2251,32,Male,Master's,Married,42444,693,17980,Business,Employed,10,Fair,0.218558833,148969,2,1,Low,9276.511108,0.120696252
2252,22,Male,Master's,Single,32631,782,0,Home,Unemployed,1,Poor,0.386318138,25904,2,2,Medium,12605.94716,0
2253,21,Male,PhD,Single,47284,745,35366,Auto,Unemployed,18,Poor,0.11657149,263197,0,2,Medium,5511.966333,0.134370832
2254,69,Female,Master's,Divorced,80282,755,0,Personal,Self-employed,12,Excellent,0.496930761,251415,3,2,Low,39894.59535,0
2255,33,Non-binary,PhD,Divorced,67951,666,41258,Personal,Self-employed,0,Fair,0.479217513,58081,3,0,Low,32563.30923,0.710352783
2256,38,Non-binary,PhD,Single,0,661,43434,Home,Unemployed,9,Good,0.461985022,58891,4,1,Medium,0,0.737532051
2257,51,Female,High School,Married,47265,607,49738,Personal,Self-employed,11,Poor,0.262329625,0,2,2,Medium,12399.00973,#DIV/0!
2258,21,Female,Master's,Single,69277,690,21619,Business,Self-employed,4,Excellent,0.191682091,167668,0,0,Low,13279.16022,0.128939332
2259,58,Female,Bachelor's,Single,97735,0,0,Auto,Employed,16,Good,0.255009775,211423,4,2,High,24923.38036,0
2260,29,Non-binary,High School,Widowed,96015,751,25907,Home,Employed,3,Poor,0.392324841,250785,2,1,Medium,37669.06961,0.103303627
2261,42,Female,PhD,Single,110341,766,42946,Auto,Self-employed,16,Fair,0.564575091,68922,3,2,Low,62295.78012,0.623110183
2262,20,Female,High School,Single,0,758,28475,Personal,Self-employed,6,Good,0.529256654,96036,1,1,Low,0,0.296503395
2263,61,Male,High School,Widowed,0,624,30281,Auto,Self-employed,6,Good,0.341473847,226860,4,0,Medium,0,0.133478797
2264,63,Male,Master's,Married,0,790,5595,Home,Unemployed,5,Poor,0.585467835,39879,0,2,Medium,0,0.140299406
2265,47,Non-binary,Bachelor's,Married,96935,655,6559,Home,Employed,4,Good,0.507915759,171332,4,2,Medium,49234.8141,0.038282399
2266,69,Non-binary,High School,Widowed,116159,739,48639,Personal,Unemployed,4,Good,0.326020841,161305,3,1,Medium,37870.25487,0.30153436
2267,42,Male,PhD,Married,0,663,0,Personal,Employed,11,Excellent,0.573360389,264487,3,0,Medium,0,0
2268,43,Male,High School,Married,93598,704,18222,Personal,Employed,1,Excellent,0.218400786,216099,1,0,Low,20441.87677,0.084322463
2269,33,Female,PhD,Married,54558,0,18683,Auto,Self-employed,2,Poor,0.439046335,229633,3,1,High,23953.48994,0.081360257
2270,69,Non-binary,PhD,Widowed,0,0,37739,Personal,Self-employed,18,Good,0.265933026,0,4,2,Low,0,#DIV/0!
2271,20,Non-binary,High School,Single,101526,614,7670,Auto,Unemployed,16,Good,0.393248357,70611,0,1,Low,39924.93269,0.108623302
2272,64,Non-binary,High School,Married,84636,669,15013,Personal,Unemployed,12,Fair,0.509673457,68599,3,1,Medium,43136.72271,0.218851587
2273,57,Non-binary,Bachelor's,Married,35954,650,17671,Business,Self-employed,16,Good,0.107776124,84407,2,1,Low,3874.982762,0.209354674
2274,60,Female,PhD,Married,103796,796,31989,Home,Unemployed,18,Fair,0.439559961,0,4,2,Low,45624.56571,#DIV/0!
2275,26,Male,High School,Widowed,73619,708,0,Business,Self-employed,1,Fair,0.5257319,52323,1,0,Low,38703.85675,0
2276,21,Male,Bachelor's,Divorced,31403,692,0,Personal,Unemployed,5,Excellent,0.191825722,0,1,0,Medium,6023.903148,#DIV/0!
2277,24,Non-binary,PhD,Married,46297,628,40654,Personal,Employed,9,Fair,0.240114489,207193,0,2,Low,11116.5805,0.196213193
2278,61,Non-binary,Master's,Widowed,42706,707,34319,Home,Employed,13,Fair,0.371370611,257963,0,2,High,15859.75331,0.133038459
2279,64,Male,PhD,Widowed,40881,0,0,Personal,Employed,4,Fair,0.423035389,0,0,2,Low,17294.10974,#DIV/0!
2280,36,Male,High School,Divorced,72077,609,36093,Business,Unemployed,12,Excellent,0.47615378,247455,1,1,Low,34319.736,0.145856822
2281,41,Non-binary,High School,Married,90825,793,48952,Personal,Self-employed,14,Good,0.585387549,113849,0,0,Medium,53167.82414,0.429973034
2282,68,Male,High School,Widowed,56258,727,18854,Home,Unemployed,12,Excellent,0.546199272,213565,4,2,Medium,30728.07864,0.088282256
2283,37,Non-binary,Master's,Married,53971,795,48546,Business,Self-employed,4,Excellent,0.5266714,76623,3,2,Low,28424.98213,0.633569555
2284,33,Female,Bachelor's,Single,90560,707,35219,Auto,Employed,1,Fair,0.244756898,0,3,0,Low,22165.18468,#DIV/0!
2285,23,Female,Master's,Married,43914,647,22874,Personal,Self-employed,10,Excellent,0.245623887,62283,3,1,Low,10786.32737,0.367259124
2286,21,Female,High School,Divorced,0,626,36371,Home,Employed,17,Excellent,0.38962496,27457,2,0,High,0,1.324653094
2287,31,Male,Master's,Married,113316,691,23707,Home,Self-employed,0,Fair,0.502761927,58566,2,2,Low,56970.97052,0.404791176
2288,62,Male,PhD,Married,105421,0,28425,Auto,Unemployed,14,Fair,0.439309677,194804,4,1,Low,46312.46546,0.145915895
2289,35,Male,PhD,Married,76271,682,0,Business,Unemployed,3,Poor,0.192341676,197828,0,0,Low,14670.09197,0
2290,42,Female,Master's,Single,54551,602,44305,Auto,Unemployed,18,Fair,0.53619124,162414,2,1,Medium,29249.76833,0.272790523
2291,50,Male,PhD,Single,33646,0,0,Business,Unemployed,2,Poor,0.282052147,109006,0,2,Medium,9489.926538,0
2292,42,Non-binary,High School,Single,24353,685,33337,Auto,Self-employed,12,Good,0.362501932,108988,3,2,Low,8828.00955,0.305877711
2293,47,Non-binary,PhD,Widowed,93271,647,32917,Auto,Unemployed,13,Excellent,0.26418466,94818,2,1,Low,24640.76742,0.347159822
2294,60,Male,High School,Single,0,753,15183,Personal,Employed,6,Fair,0.492390429,212695,0,2,Medium,0,0.071383907
2295,65,Female,High School,Divorced,114627,622,33889,Home,Unemployed,6,Poor,0.481625804,38027,0,0,Low,55207.32104,0.891182581
2296,21,Male,PhD,Married,40426,718,0,Auto,Unemployed,14,Excellent,0.527984604,33474,4,1,Low,21344.3056,0
2297,27,Male,PhD,Married,45257,672,42459,Business,Employed,18,Excellent,0.366366784,100626,0,1,Medium,16580.66154,0.421948602
2298,21,Non-binary,Bachelor's,Divorced,98824,721,19202,Business,Unemployed,12,Fair,0.116317343,51531,0,0,Low,11494.9451,0.372630067
2299,56,Male,Bachelor's,Widowed,115864,675,13846,Business,Unemployed,8,Excellent,0.331659243,176517,2,2,Low,38427.36653,0.078440037
2300,63,Male,High School,Single,68166,736,37407,Home,Unemployed,18,Good,0.313968793,176520,3,0,Medium,21401.99674,0.211913664
2301,41,Female,Bachelor's,Widowed,77999,652,44616,Business,Unemployed,0,Poor,0.492770619,45851,0,2,Medium,38435.61551,0.973064928
2302,51,Non-binary,Bachelor's,Divorced,34372,0,36849,Personal,Unemployed,8,Poor,0.28907218,56321,0,2,Low,9935.988971,0.654267502
2303,40,Female,Master's,Widowed,34823,606,0,Personal,Self-employed,11,Good,0.385806959,115007,3,0,Low,13434.95573,0
2304,65,Female,High School,Married,33750,786,41242,Home,Employed,18,Good,0.566567565,76221,0,2,Medium,19121.65532,0.541084478
2305,53,Female,Bachelor's,Married,35636,0,25199,Home,Employed,0,Fair,0.511069945,43084,0,2,Low,18212.48856,0.584880698
2306,21,Female,High School,Widowed,103378,749,0,Home,Self-employed,10,Good,0.120550724,0,4,1,Low,12462.29275,#DIV/0!
2307,20,Male,Master's,Single,0,687,0,Personal,Unemployed,6,Poor,0.547942081,259835,4,2,Low,0,0
2308,27,Female,Bachelor's,Single,0,688,24015,Auto,Self-employed,2,Poor,0.372453452,265014,2,1,Low,0,0.090617854
2309,34,Male,High School,Single,44967,642,6423,Business,Self-employed,17,Excellent,0.317905128,119642,0,0,Low,14295.23989,0.053685161
2310,52,Non-binary,Master's,Single,99711,600,48967,Personal,Unemployed,13,Fair,0.167231655,78869,0,0,Low,16674.83555,0.620864979
2311,32,Female,High School,Married,83699,0,13785,Auto,Employed,10,Poor,0.302845952,115296,0,0,Medium,25347.90334,0.119561823
